Date,Open,High,Low,Close,Adj Close,Volume
2011-12-23,60.430000,60.430000,60.430000,60.430000,45.506783,0
2011-12-27,60.480000,60.480000,60.480000,60.480000,45.544434,0
2011-12-28,59.240002,59.240002,59.240002,59.240002,44.610649,0
2011-12-29,59.900002,59.900002,59.900002,59.900002,45.107662,0
2011-12-30,59.970001,59.970001,59.970001,59.970001,45.160381,0
2012-01-03,61.939999,61.939999,61.939999,61.939999,46.643883,0
2012-01-04,62.130001,62.130001,62.130001,62.130001,46.786968,0
2012-01-05,61.700001,61.700001,61.700001,61.700001,46.463154,0
2012-01-06,61.360001,61.360001,61.360001,61.360001,46.207115,0
2012-01-09,61.639999,61.639999,61.639999,61.639999,46.417969,0
2012-01-10,62.240002,62.240002,62.240002,62.240002,46.869797,0
2012-01-11,61.279999,61.279999,61.279999,61.279999,46.146873,0
2012-01-12,60.919998,60.919998,60.919998,60.919998,45.875778,0
2012-01-13,60.400002,60.400002,60.400002,60.400002,45.484188,0
2012-01-17,61.000000,61.000000,61.000000,61.000000,45.936016,0
2012-01-18,62.139999,62.139999,62.139999,62.139999,46.794491,0
2012-01-19,62.250000,62.250000,62.250000,62.250000,46.877331,0
2012-01-20,62.060001,62.060001,62.060001,62.060001,46.734257,0
2012-01-23,63.029999,63.029999,63.029999,63.029999,47.464710,0
2012-01-24,62.910000,62.910000,62.910000,62.910000,47.374344,0
2012-01-25,63.830002,63.830002,63.830002,63.830002,48.067154,0
2012-01-26,63.000000,63.000000,63.000000,63.000000,47.442123,0
2012-01-27,62.980000,62.980000,62.980000,62.980000,47.427055,0
2012-01-30,62.650002,62.650002,62.650002,62.650002,47.178551,0
2012-01-31,62.599998,62.599998,62.599998,62.599998,47.140892,0
2012-02-01,62.970001,62.970001,62.970001,62.970001,47.419529,0
2012-02-02,63.349998,63.349998,63.349998,63.349998,47.705688,0
2012-02-03,64.260002,64.260002,64.260002,64.260002,48.390957,0
2012-02-06,64.599998,64.599998,64.599998,64.599998,48.646996,0
2012-02-07,64.790001,64.790001,64.790001,64.790001,48.790085,0
2012-02-08,64.690002,64.690002,64.690002,64.690002,48.714779,0
2012-02-09,64.779999,64.779999,64.779999,64.779999,48.782551,0
2012-02-10,64.010002,64.010002,64.010002,64.010002,48.202694,0
2012-02-13,64.610001,64.610001,64.610001,64.610001,48.654530,0
2012-02-14,64.489998,64.489998,64.489998,64.489998,48.564163,0
2012-02-15,64.529999,64.529999,64.529999,64.529999,48.594284,0
2012-02-16,65.489998,65.489998,65.489998,65.489998,49.317211,0
2012-02-17,65.820000,65.820000,65.820000,65.820000,49.565712,0
2012-02-21,66.019997,66.019997,66.019997,66.019997,49.716328,0
2012-02-22,66.029999,66.029999,66.029999,66.029999,49.723858,0
2012-02-23,66.599998,66.599998,66.599998,66.599998,50.153091,0
2012-02-24,66.919998,66.919998,66.919998,66.919998,50.394062,0
2012-02-27,66.550003,66.550003,66.550003,66.550003,50.115444,0
2012-02-28,66.540001,66.540001,66.540001,66.540001,50.107910,0
2012-02-29,65.830002,65.830002,65.830002,65.830002,49.573254,0
2012-03-01,66.519997,66.519997,66.519997,66.519997,50.092854,0
2012-03-02,65.739998,65.739998,65.739998,65.739998,49.505474,0
2012-03-05,65.220001,65.220001,65.220001,65.220001,49.113884,0
2012-03-06,63.650002,63.650002,63.650002,63.650002,47.931606,0
2012-03-07,64.110001,64.110001,64.110001,64.110001,48.278000,0
2012-03-08,65.000000,65.000000,65.000000,65.000000,48.948212,0
2012-03-09,64.790001,64.790001,64.790001,64.790001,48.790085,0
2012-03-12,64.279999,64.279999,64.279999,64.279999,48.406025,0
2012-03-13,65.239998,65.239998,65.239998,65.239998,49.128956,0
2012-03-14,64.389999,64.389999,64.389999,64.389999,48.488857,0
2012-03-15,64.660004,64.660004,64.660004,64.660004,48.692184,0
2012-03-16,65.400002,65.400002,65.400002,65.400002,49.249435,0
2012-03-19,65.750000,65.750000,65.750000,65.750000,49.513012,0
2012-03-20,64.680000,64.680000,64.680000,64.680000,48.707241,0
2012-03-21,63.220001,63.220001,63.220001,63.220001,48.418510,0
2012-03-22,61.779999,61.779999,61.779999,61.779999,47.315647,0
2012-03-23,62.380001,62.380001,62.380001,62.380001,47.775177,0
