Date,Open,High,Low,Close,Adj Close,Volume
1999-08-17,10.000000,10.000000,10.000000,10.000000,5.957359,0
1999-08-18,10.040000,10.040000,10.040000,10.040000,5.981192,0
1999-08-19,10.040000,10.040000,10.040000,10.040000,5.981192,0
1999-08-20,10.170000,10.170000,10.170000,10.170000,6.058636,0
1999-08-23,10.260000,10.260000,10.260000,10.260000,6.112253,0
1999-08-24,10.210000,10.210000,10.210000,10.210000,6.082467,0
1999-08-25,10.210000,10.210000,10.210000,10.210000,6.082467,0
1999-08-26,10.170000,10.170000,10.170000,10.170000,6.058636,0
1999-08-27,10.180000,10.180000,10.180000,10.180000,6.064594,0
1999-08-30,10.240000,10.240000,10.240000,10.240000,6.100338,0
1999-08-31,10.120000,10.120000,10.120000,10.120000,6.028850,0
1999-09-01,10.270000,10.270000,10.270000,10.270000,6.118211,0
1999-09-02,10.240000,10.240000,10.240000,10.240000,6.100338,0
1999-09-03,10.300000,10.300000,10.300000,10.300000,6.136081,0
1999-09-07,10.320000,10.320000,10.320000,10.320000,6.147998,0
1999-09-08,10.310000,10.310000,10.310000,10.310000,6.142040,0
1999-09-09,10.440000,10.440000,10.440000,10.440000,6.219483,0
1999-09-10,10.340000,10.340000,10.340000,10.340000,6.159910,0
1999-09-13,10.400000,10.400000,10.400000,10.400000,6.195653,0
1999-09-14,10.380000,10.380000,10.380000,10.380000,6.183741,0
1999-09-15,10.350000,10.350000,10.350000,10.350000,6.165867,0
1999-09-16,10.230000,10.230000,10.230000,10.230000,6.094380,0
1999-09-17,10.200000,10.200000,10.200000,10.200000,6.076509,0
1999-09-20,10.270000,10.270000,10.270000,10.270000,6.118211,0
1999-09-21,10.310000,10.310000,10.310000,10.310000,6.142040,0
1999-09-22,10.190000,10.190000,10.190000,10.190000,6.070549,0
1999-09-23,10.210000,10.210000,10.210000,10.210000,6.082467,0
1999-09-24,10.050000,10.050000,10.050000,10.050000,5.987148,0
1999-09-27,10.080000,10.080000,10.080000,10.080000,6.005020,0
1999-09-28,10.110000,10.110000,10.110000,10.110000,6.022891,0
1999-09-29,10.100000,10.100000,10.100000,10.100000,6.016937,0
1999-09-30,10.230000,10.230000,10.230000,10.230000,6.094380,0
1999-10-01,10.270000,10.270000,10.270000,10.270000,6.118211,0
1999-10-04,10.320000,10.320000,10.320000,10.320000,6.147998,0
1999-10-05,10.330000,10.330000,10.330000,10.330000,6.153955,0
1999-10-06,10.370000,10.370000,10.370000,10.370000,6.177783,0
1999-10-07,10.470000,10.470000,10.470000,10.470000,6.237358,0
1999-10-08,10.430000,10.430000,10.430000,10.430000,6.213531,0
1999-10-11,10.480000,10.480000,10.480000,10.480000,6.243316,0
1999-10-12,10.480000,10.480000,10.480000,10.480000,6.243316,0
1999-10-13,10.350000,10.350000,10.350000,10.350000,6.165867,0
1999-10-14,10.350000,10.350000,10.350000,10.350000,6.165867,0
1999-10-15,10.270000,10.270000,10.270000,10.270000,6.118211,0
1999-10-18,10.100000,10.100000,10.100000,10.100000,6.016937,0
1999-10-19,10.220000,10.220000,10.220000,10.220000,6.088423,0
1999-10-20,10.280000,10.280000,10.280000,10.280000,6.124166,0
1999-10-21,10.260000,10.260000,10.260000,10.260000,6.112253,0
1999-10-22,10.350000,10.350000,10.350000,10.350000,6.165867,0
1999-10-25,10.350000,10.350000,10.350000,10.350000,6.165867,0
1999-10-26,10.380000,10.380000,10.380000,10.380000,6.183741,0
1999-10-27,10.310000,10.310000,10.310000,10.310000,6.142040,0
1999-10-28,10.400000,10.400000,10.400000,10.400000,6.195653,0
1999-10-29,10.610000,10.610000,10.610000,10.610000,6.320760,0
1999-11-01,10.600000,10.600000,10.600000,10.600000,6.314803,0
1999-11-02,10.610000,10.610000,10.610000,10.610000,6.320760,0
1999-11-03,10.620000,10.620000,10.620000,10.620000,6.326717,0
1999-11-04,10.670000,10.670000,10.670000,10.670000,6.356504,0
1999-11-05,10.670000,10.670000,10.670000,10.670000,6.356504,0
1999-11-08,10.640000,10.640000,10.640000,10.640000,6.338633,0
1999-11-09,10.710000,10.710000,10.710000,10.710000,6.380335,0
1999-11-10,10.820000,10.820000,10.820000,10.820000,6.445866,0
1999-11-11,10.880000,10.880000,10.880000,10.880000,6.481610,0
1999-11-12,10.840000,10.840000,10.840000,10.840000,6.457781,0
1999-11-15,10.900000,10.900000,10.900000,10.900000,6.493522,0
1999-11-16,10.920000,10.920000,10.920000,10.920000,6.505437,0
1999-11-17,11.000000,11.000000,11.000000,11.000000,6.553097,0
1999-11-18,11.050000,11.050000,11.050000,11.050000,6.582886,0
1999-11-19,11.040000,11.040000,11.040000,11.040000,6.576925,0
1999-11-22,11.030000,11.030000,11.030000,11.030000,6.570969,0
1999-11-23,11.070000,11.070000,11.070000,11.070000,6.594797,0
1999-11-24,10.990000,10.990000,10.990000,10.990000,6.547138,0
1999-11-26,11.200000,11.200000,11.200000,11.200000,6.672242,0
1999-11-29,11.180000,11.180000,11.180000,11.180000,6.660329,0
1999-11-30,11.020000,11.020000,11.020000,11.020000,6.565010,0
1999-12-01,11.070000,11.070000,11.070000,11.070000,6.594797,0
1999-12-02,11.060000,11.060000,11.060000,11.060000,6.588842,0
1999-12-03,11.210000,11.210000,11.210000,11.210000,6.678204,0
1999-12-06,11.340000,11.340000,11.340000,11.340000,6.755647,0
1999-12-07,11.410000,11.410000,11.410000,11.410000,6.797351,0
1999-12-08,11.360000,11.360000,11.360000,11.360000,6.767560,0
1999-12-09,11.360000,11.360000,11.360000,11.360000,6.767560,0
1999-12-10,11.360000,11.360000,11.360000,11.360000,6.767560,0
1999-12-13,11.320000,11.320000,11.320000,11.320000,6.743731,0
1999-12-14,11.280000,11.280000,11.280000,11.280000,6.719904,0
1999-12-15,11.200000,11.200000,11.200000,11.200000,6.672242,0
1999-12-16,11.340000,11.340000,11.340000,11.340000,6.755647,0
1999-12-17,11.380000,11.380000,11.380000,11.380000,6.779478,0
1999-12-20,11.440000,11.440000,11.440000,11.440000,6.815222,0
1999-12-21,11.420000,11.420000,11.420000,11.420000,6.803305,0
1999-12-22,11.560000,11.560000,11.560000,11.560000,6.886709,0
1999-12-23,11.690000,11.690000,11.690000,11.690000,6.988334,0
1999-12-27,11.730000,11.730000,11.730000,11.730000,7.012249,0
1999-12-28,11.800000,11.800000,11.800000,11.800000,7.054094,0
1999-12-29,11.840000,11.840000,11.840000,11.840000,7.078008,0
